sigma_meta,replicate,mean_conf_R1,mean_conf_R2,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,meta_d,M_ratio
0.007626985859023444,6,0.7572628279824808,0.7549476366821964,0.25166533208563585,0.25623806128673904,0.5024960193070935,0.511626312311224,1.9966835127537783,0.9837912959980699
0.007626985859023444,7,0.7604371760356813,0.7591287381037709,0.24934152655428507,0.25324909380482163,0.48779534332343477,0.49543985057770434,1.9563341496476923,0.9764215670756159
0.007626985859023444,8,0.7614270235563225,0.7597384474303257,0.24681081121037143,0.2500465831632182,0.4937942354234386,0.5002680423430985,2.000699373750482,0.9918403925430447
0.007626985859023444,9,0.7561630656992825,0.7596695006586037,0.25198274590858627,0.2497605026241967,0.5062168322348054,0.501752491028337,2.0089345022791743,0.9942907906321169
0.007626985859023444,10,0.759614230261315,0.7581064331694055,0.24933894852919206,0.25049222071187155,0.4980105847960628,0.5003140426293183,1.997323674194274,0.9951118760865458
0.007626985859023444,11,0.7612717225914951,0.7616478861983537,0.24793247283604067,0.24808149307629515,0.4944085565522976,0.49470572166761523,1.9941258637760337,0.9875400701711946
0.007626985859023444,12,0.7585542941955152,0.759602728251765,0.24843784783708198,0.24833884281443033,0.501426173939582,0.5012263504821611,2.0183163648575886,1.0062190227527987
0.007626985859023444,13,0.7600959616153539,0.7561824729891957,0.24654924577937332,0.25025658821404356,0.49934839379653967,0.5068570579749851,2.0253495086469897,1.0151817840679986
0.007626985859023444,14,0.7599406171006701,0.7553136340072576,0.2450092530735869,0.2511396512983535,0.5007753900334483,0.5133053354275751,2.043903990364983,1.0225159799185817
0.007626985859023444,15,0.752744171140133,0.7573288601325985,0.2555183328479408,0.251717261556045,0.5106044449919624,0.5030087320904998,1.9983084552129715,0.997657333511357
0.007626985859023444,16,0.7568390275163216,0.7601565932968481,0.2541969855047432,0.251373999241847,0.4986043189001165,0.4930670654189989,1.96148792996136,0.9743508966477787
0.007626985859023444,17,0.7555573388973598,0.7555227689608421,0.24803315188644484,0.24990926775180405,0.51226780442157,0.5161425838527811,2.065319899882165,1.033656392688045
0.007626985859023444,18,0.75709298125928,0.756708265220685,0.24921605879361444,0.2511997309519412,0.5017121914593539,0.5057056440101593,2.0131615670675593,1.0109706849214408
0.007626985859023444,19,0.7620345504829853,0.7618059159314997,0.24523391393714988,0.24633331674753148,0.49783597652850897,0.5000678141357854,2.0300453902803084,1.0020857522707654
0.010700689556931752,0,0.7550734499459633,0.754287084782348,0.25193978505308867,0.25309781093423916,0.5106617144762187,0.5130089399521455,2.026919703724492,1.0096897837066239
0.010700689556931752,1,0.7618894987779959,0.7606325625973404,0.2452494421985844,0.2478629419548395,0.4913752893460869,0.4966116282646313,2.0035735247389814,1.0031829578746798
0.010700689556931752,2,0.7581272297270213,0.7547998243723306,0.24835130203089606,0.2528104322310955,0.5007324987771508,0.5097231156543708,2.016226589844322,1.011518971510486
0.010700689556931752,3,0.7639067524115756,0.758359872611465,0.24547445813089494,0.253551202582739,0.4833069131159189,0.4992089603544359,1.9688684386796933,0.9786998859164607
0.010700689556931752,4,0.759229598782734,0.7596899224806202,0.24930320107608184,0.24892629063984278,0.4974037644833415,0.4966517618253365,1.9951760039035553,0.9970845147537053
0.010700689556931752,5,0.7562617721316074,0.7602507286301753,0.25174514252164465,0.24810747989892337,0.5063601632749972,0.4990433689125315,2.0113999348824025,0.9999665362352054
0.010700689556931752,6,0.7580256821829856,0.7612041467304625,0.25075936851696523,0.2489860346553943,0.49915581884339094,0.4956258613347634,1.9905769495093473,0.9883738478588521
0.010700689556931752,7,0.7576229868520961,0.7604996596869119,0.2507761911096222,0.24714979759630912,0.5033986359106607,0.49611915080563707,2.007362157002414,1.0016008868865298
0.010700689556931752,8,0.7627949985928517,0.7570342659290803,0.24532784649180206,0.2539589917185242,0.48565729097220434,0.5027437272196184,1.9796256230881364,0.9888521952933997
