c,replicate,sigma_meta,d_prime,meta_d,M_ratio,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.6,8,0.5,1.9957053912110883,1.636995943330608,0.8202593181036614,0.29872474723341763,0.2868132387782392,0.4890111993935659,0.46951210837349067,0.6700944503437098,0.7996698539259351
-0.6,9,0.5,1.9926237624330594,1.662015706557104,0.8340840543463799,0.2921706280729933,0.28314784835474166,0.4855921728519689,0.47059617124342973,0.6710444732540443,0.8019157444434112
-0.6,10,0.5,2.001349317321473,1.641338195992531,0.8201157997691445,0.2969503079188896,0.29021740266436846,0.48739588269901685,0.4763449081347725,0.6703709939944996,0.7975950035733151
-0.6,11,0.5,2.0136220283740527,1.6648992537370046,0.8268181566733095,0.2971714868947557,0.28585105013948275,0.49476058676299484,0.4759132000571639,0.6674683969124063,0.7993898262872797
-0.6,12,0.5,2.0112130221556903,1.6543227116283814,0.8225497216874714,0.2925949601721199,0.291811506762762,0.4840464879207396,0.4827504031521362,0.6734854004371462,0.7958142861585347
-0.6,13,0.5,1.9913612593277539,1.604812942106249,0.8058873971707191,0.3108339096787932,0.28764825707549774,0.49883028109801214,0.46162164572906417,0.6627764127764127,0.8006045120279197
-0.6,14,0.5,1.986067701042255,1.6350429739950838,0.8232564142385683,0.2922823599676341,0.29810905930346593,0.477894219087782,0.4874211228984157,0.6726350002851115,0.7937652096232634
-0.6,15,0.5,1.9967237731855376,1.5983150017468075,0.8004687594803783,0.3034620133452013,0.29535892115456963,0.4850278883899251,0.4720765945811012,0.6691937765205092,0.796968290796597
-0.6,16,0.5,1.9696248147534208,1.6038824627710748,0.8143086189599344,0.3057115643611179,0.2949244841329674,0.4903254167451077,0.4730242079426725,0.6652377460657679,0.7962257134888909
-0.6,17,0.5,2.0269422204344356,1.6154440604661242,0.7969857473884407,0.30158339077789653,0.2888656933407131,0.487191097367387,0.46664636857968383,0.6712926692781197,0.8000311235605353
-0.6,18,0.5,1.9850118795538483,1.643161948663763,0.8277844407828332,0.29434008380516424,0.29174980241999193,0.483648425675149,0.47939217386670174,0.671125409188396,0.79672882721021
-0.6,19,0.5,2.003354562385044,1.6316062681591383,0.8144370940592113,0.3000707998568614,0.29538814156496723,0.48959739793798135,0.48195714331727946,0.6668367346938775,0.7955191594561186
-0.5,0,0.5,2.0025000943878304,1.6061833031258053,0.8020890024561121,0.30909044910141453,0.2945715487135935,0.4964559185023486,0.4731359031196836,0.6764705882352942,0.7892870955266211
-0.5,1,0.5,1.9953124682711558,1.5768132743679804,0.7902588188276168,0.3064459860686316,0.30018496231917086,0.48320809870980347,0.4733356333505206,0.6832304689560584,0.7869084817833328
-0.5,2,0.5,2.008649478379721,1.5633756519114694,0.7783217872202212,0.3118640919354979,0.29908362470689664,0.4875607280374375,0.4675800567521898,0.6815821224361328,0.7881824352716812
-0.5,3,0.5,1.9882042329624134,1.6285053163529148,0.8190835173539747,0.3067323763056361,0.2916914331698999,0.49951530551129125,0.475021049651783,0.6749579301640724,0.7895688097082365
-0.5,4,0.5,1.9893404484007715,1.5786826526110227,0.7935708811833208,0.30863174519044057,0.28975010592621214,0.48723158217721396,0.45742346581791743,0.6809619027573143,0.7939734159246354
-0.5,5,0.5,2.0135662981549625,1.5770016969314025,0.7831883650299543,0.30637104524750475,0.2951931837930553,0.4831476582459625,0.46552015176423156,0.6827509411951853,0.7915288526380013
-0.5,6,0.5,1.9873701809783155,1.5975611379111858,0.803856852237141,0.30463328025806,0.29242141993384935,0.4866702898546835,0.4671610963791251,0.6816101026045778,0.7909017583481207
-0.5,7,0.5,1.9823052330442872,1.5985571363169047,0.8064132151141786,0.3079883721614565,0.29582426082530544,0.492337010221323,0.4728919832379654,0.677541970224897,0.7885890913774228
-0.5,8,0.5,1.9980640798745504,1.613415812831268,0.8074895240259597,0.2956697782921181,0.29081587325803565,0.4770382956728185,0.46920692853684853,0.6867085239970203,0.7926360315323976
-0.5,9,0.5,1.9873950241714997,1.594190230937379,0.8021506603107055,0.3142853329488202,0.2926649900549217,0.5010306075139107,0.4665636680829413,0.6721051797877395,0.7912816715495316
-0.5,10,0.5,1.9768008862344357,1.6303403169925854,0.8247367392161506,0.30243050355540346,0.28748483267228886,0.4930646430347437,0.4686981132294998,0.6783776665788781,0.7924875060454619
-0.5,11,0.5,1.977602751914611,1.5882759227725112,0.8031319339714843,0.3061233695987916,0.2941967007762796,0.48620837733175126,0.4672655364020738,0.6812608535494395,0.7899474142658967
-0.5,12,0.5,1.9799879535095406,1.6438801781383077,0.8302475655089315,0.301037630085448,0.28821266314340527,0.4948697929712002,0.4737870840298971,0.679910318577611,0.7900457480289413
-0.5,13,0.5,1.9872034386729118,1.5921785331261362,0.8012156692871969,0.30565144409476286,0.2983440120136707,0.48665166790668474,0.47501693141489265,0.6807553956834532,0.787464625675328
-0.5,14,0.5,2.0256141567933748,1.5898727089942464,0.7848842799909516,0.308764410378475,0.291919890515641,0.49089610956943724,0.46411546714340596,0.6815852765868451,0.7917989246615275
-0.5,15,0.5,2.001601604507924,1.611277770906211,0.8049942442478852,0.3085820880563799,0.2961285636872312,0.4972114589850679,0.47714537199961987,0.6765355490113588,0.7875677769171185
-0.5,16,0.5,1.9915575002870298,1.6234196978990505,0.8151508041646188,0.30545546077565444,0.2886873505064728,0.4958824118540282,0.46866073134649544,0.6771558085599831,0.7923488462034292
-0.5,17,0.5,1.9931371158809652,1.6283165388915761,0.8169616259300161,0.30465521561198133,0.29342068846837727,0.4960751262405683,0.4777817598860115,0.6774515993265994,0.7884292720702116
-0.5,18,0.5,2.0064773335075965,1.6395168038354901,0.8171120482928111,0.30248185071294137,0.29104595332113714,0.4959240770991255,0.47717473115832404,0.6778445639565538,0.7901334020751434
