tauY,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
0.63,3,0.001,0.2581527005266807,0.3145082940858312,0.5046413023606793,0.6148061779206757,0.7522,0.69848
0.63,4,0.001,0.24488286922613556,0.30986054436751587,0.4900322141848154,0.6200582716331571,0.7640395660497766,0.6999358151476252
0.63,5,0.001,0.25475327835494405,0.3162423130292127,0.5082664962788015,0.630945255960599,0.7539225104066603,0.6955548448992644
0.63,6,0.001,0.24819375231954346,0.31704457967677296,0.49500511700455174,0.6323232869153981,0.7598398398398398,0.6937862137862137
0.63,7,0.001,0.24651035420272926,0.30882695699260837,0.5033181751634014,0.6305545295957591,0.7596803196803197,0.6986186186186186
0.63,8,0.001,0.2451450098115205,0.3168597630233466,0.4919079779734426,0.6358108021443959,0.761654286287894,0.6951583980872684
0.63,9,0.001,0.2537227806159721,0.3130293934549577,0.5017451312105735,0.6190259057957718,0.7575139888089528,0.70080064051241
0.63,10,0.001,0.24927748080615575,0.3181385408062958,0.4998524420751766,0.6379329814549908,0.7590568145547398,0.6916506256015399
0.63,11,0.001,0.2448252787525139,0.31153655157549104,0.4907641034018954,0.6244900738596394,0.7629893523336803,0.6986969382044927
0.63,12,0.001,0.25128530253091474,0.3175880722018577,0.5012398551610905,0.633494270090726,0.7556704335978199,0.6929649445021161
0.63,13,0.001,0.2534802603653403,0.3146800959137268,0.5001286892173087,0.620878894732383,0.75596,0.69776
0.63,14,0.001,0.24750062972291728,0.3134264374129548,0.49863639808323423,0.631456291608719,0.7598035300694833,0.696049362929722
0.63,15,0.001,0.25051425780816167,0.31249299407545994,0.5047794738511104,0.6296649560455865,0.7571942446043165,0.6972778222578062
0.63,16,0.001,0.2486939454743086,0.3133220487011848,0.49307037852932817,0.6212045928984524,0.7613176960333027,0.7002038613742655
