tauN,replicate,sigma_meta,m_dist_R1,m_dist_R2,m_dist2_R1,m_dist2_R2,mean_conf_R1,mean_conf_R2
-0.9925,1,0.5,0.5619436873825228,0.3109349606672567,0.8590868503643118,0.47535036343588705,0.5381601567185064,0.7413054788490014
-0.9925,2,0.5,0.5648026411789601,0.3077324162061245,0.8730045091209306,0.47565603870025497,0.5307058113814599,0.7429480803660234
-0.9925,3,0.5,0.5596631807490183,0.30838671359050057,0.8554198089169572,0.47135511623091014,0.5398699589133991,0.7421683847418876
-0.9925,4,0.5,0.5467075226674564,0.30505359631853796,0.862635917512456,0.4813363234271458,0.5436406995230525,0.7401368760064412
-0.9925,5,0.5,0.5538995274038696,0.3083681647222083,0.8663416689051642,0.4823116418149053,0.5381659528479366,0.7398568973098293
-0.9925,6,0.5,0.5464323570141485,0.2999147946761409,0.872273168654715,0.47875574153053313,0.5380627666786298,0.7414035228503791
-0.9925,7,0.5,0.5672018027188319,0.308121489156665,0.856916928854708,0.4655036689528178,0.537554934079105,0.7449339207048458
-0.9925,8,0.5,0.5726232462013545,0.31732688418085103,0.8504727228378893,0.4713009138369024,0.538061938061938,0.7402602602602603
-0.9925,9,0.5,0.5487092571798884,0.3011070492097563,0.861617120794936,0.4728168613822294,0.5413707811377962,0.7438838533729044
-0.9925,10,0.5,0.5645049971665901,0.3071464682539971,0.8460913473861426,0.46035725188315474,0.5425302933673469,0.7466281310211946
-0.9925,11,0.5,0.555162104106255,0.30941116919994943,0.8532351520884095,0.4755376565826316,0.5395752895752896,0.7417647994907702
-0.9925,12,0.5,0.5538971198614735,0.30025555234761575,0.875349111510446,0.47450766857082693,0.5361746278782075,0.7445170602622189
-0.9925,13,0.5,0.5621912589847212,0.30943112495625286,0.8632252271358432,0.47512078648401773,0.5350305662805663,0.7425604710375557
-0.9925,14,0.5,0.5597792266980369,0.3171900278561118,0.8578956229470612,0.4861129594703643,0.5389747892444764,0.7344920107324496
-0.9925,15,0.5,0.5540758875921169,0.3093786063116039,0.8623038264980102,0.48148342498438845,0.5380292996187036,0.7395654773769185
-0.9925,16,0.5,0.5669375352902071,0.31644507652387777,0.8488163038381855,0.473780131854024,0.5379683430174313,0.73914953084448
-0.9925,17,0.5,0.5421588643640528,0.31079083120397544,0.8490421594939084,0.4867106964779639,0.5448836647612914,0.7378964941569283
-0.9925,18,0.5,0.5572470517189833,0.3023824138703377,0.8732680233332942,0.47386682807334873,0.5356260460667889,0.7431141090500281
-0.9925,19,0.5,0.5643365409394536,0.3038405127825257,0.8612556983645161,0.46370269164622885,0.5389292953380231,0.7463263416401626
-0.92,0,0.5,0.5253608091989579,0.310444462341073,0.7966970081764656,0.47078154674156253,0.5674128058302967,0.7419986414672154
-0.92,1,0.5,0.5231458855264346,0.3147715061939306,0.7886462843805113,0.4745203692826457,0.5707011987331115,0.7397134533264158
-0.92,2,0.5,0.5124890274882667,0.3005028966170921,0.804324720314604,0.47162357691805346,0.5698580851489107,0.7451270762457475
-0.92,3,0.5,0.514227443545788,0.3044997659987793,0.7934408174390774,0.4698359573696428,0.5736218280168642,0.7433824121007322
-0.92,4,0.5,0.5193907404597334,0.3091552673059071,0.801421851872902,0.47702773180218144,0.5681745524296675,0.7399503523382447
